"Broker","Seniority","Policies_in_force","Lapse","Payment","Premium","Cost_claims_year","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","Power","Cylinder_capacity","Value_vehicle","N_doors","Diesel","Length","Weight","Premium_class","age","Licence_time"
"1","1","1","0",0,11212,2037.99,1,6,"passenger cars",0,0,110,1560,21860,"3",1,4.202,1244,"150-300","senior","experienced driver"
"1","1","1","0",0,10919,882,1,1,"passenger cars",0,0,110,1560,20580,"5",1,4.26,1205,"150-300","senior","senior driver"
"1","1+","1","0",1,6890,129.59,1,8,"passenger cars",0,0,90,1498,12590,"3",0,4.184,1190,"150-300","senior","experienced driver"
"0","1+","1","0",0,10289,61.57,1,2,"passenger cars",0,1,90,1997,15780,"5",1,4.028,1116,"150-300","senior","experienced driver"
"0","1+","2","0",0,10784,564.87,1,6,"passenger cars",0,0,92,1560,19190,"5",1,4.26,1182,"150-300","adult","young driver"
"0","1+","2","0",1,16707,202.2,1,7,"passenger cars",0,1,110,1461,20410,"5",1,4.295,1215,"300-450","senior","experienced driver"
"1","1+","4","0",1,14955,545.29,6,8,"passenger cars",0,0,130,1896,20950,"5",1,4.184,1293,"300-450","senior","experienced driver"
"1","1+","4","0",1,14188,122.8,5,8,"passenger cars",0,0,130,2204,26400,"5",1,4.665,1400,"300-450","senior","experienced driver"
"1","1+","1","0",0,10055,672.36,1,2,"passenger cars",0,0,75,1968,17870,"5",1,4.204,1154,"150-300","senior","experienced driver"
"1","1+","2","0",1,20272,492.98,6,14,"passenger cars",0,1,115,1867,12660,"2",0,3.835,1084,"450-600","senior","senior driver"
"0","1+","1","0",0,13241,882,1,1,"passenger cars",0,0,98,1497,15286,"5",0,4.197,1179,"300-450","senior","experienced driver"
"0","1+","4","0",1,2180,49.95,1,2,"passenger cars",0,0,80,1461,18545,"3",1,4.209,1175,"150-300","senior","senior driver"
"1","1+","3","0",1,11963,73.18,2,15,"passenger cars",0,0,70,1896,13365,"5",1,4.165,1109,"300-450","senior","senior driver"
"1","1","1","0",1,8116,86.03,1,1,"passenger cars",0,0,65,1870,15415.96,"4",1,4.436,1130,"150-300","senior","experienced driver"
"1","1+","2","0",1,3335,2227,1,2,"vans",0,0,120,2464,28370,"4",1,5.869,1805,"150-300","senior","experienced driver"
"1","1+","1","0",0,21861,67.11,1,1,"passenger cars",0,0,92,1560,21300.01,"5",1,4.253,1090,"600+","senior","experienced driver"
"1","1","2","0",1,19105,2238.99,1,1,"passenger cars",0,1,177,2958,32820,"5",1,4.596,1575,"300-450","adult","experienced driver"
"0","1","2","0",1,13810,68.83,1,1,"passenger cars",0,0,100,1896,14873.3,"5",1,3.953,1165,"300-450","adult","experienced driver"
"1","1","1","0",0,15397,114.13,1,1,"passenger cars",1,0,90,1689,20323.22,"5",1,3.58,1095,"300-450","senior","young driver"
"0","1+","1","0",0,13930,1743.55,1,1,"passenger cars",0,0,90,1997,15530,"4",1,4.265,1240,"300-450","senior","experienced driver"
"0","1+","3","1",1,21654,150.85,3,8,"passenger cars",0,0,82,1905,14424.29,"4",1,4.167,1106,"450-600","senior","senior driver"
"1","1+","3","1",1,8927,908.57,5,6,"passenger cars",0,0,75,1870,26260,"5",0,4.576,1350,"150-300","adult","experienced driver"
"0","1","3","0",1,11366,60.62,1,1,"passenger cars",0,0,75,1598,12068.32,"4",0,4.43,1032,"300-450","senior","experienced driver"
"0","1","1","0",1,2760,150.25,1,1,"passenger cars",0,0,174,1390,13326,"5",1,3.953,1057,"150-300","adult","experienced driver"
"0","1+","1","0",0,10605,51.95,1,7,"passenger cars",0,0,90,1896,14270.08,"4",1,4.14,1170,"150-300","adult","experienced driver"
"0","1+","5","0",0,17249,176.41,1,4,"passenger cars",0,0,70,1910,22170,"5",1,4.249,1335,"300-450","adult","experienced driver"
"1","1","1","0",1,8972,882,1,1,"passenger cars",0,0,143,2148,41523.11,"4",1,4.82,1590,"150-300","adult","experienced driver"
"1","1","1","0",0,13383,67.11,1,1,"passenger cars",0,0,105,1896,24040,"4",1,4.554,1345,"300-450","adult","experienced driver"
"0","1+","1","0",0,13883,933.95,1,2,"passenger cars",0,0,60,1149,9784.48,"5",0,3.71,900,"300-450","adult","experienced driver"
"0","1+","3","0",1,16169,97.27,2,9,"passenger cars",0,0,90,1499,23470,"5",0,4.818,1695,"300-450","adult","experienced driver"
"1","1+","2","0",1,21554,346.38,1,3,"passenger cars",0,1,110,1795,18354.91,"5",1,4.63,1277,"450-600","adult","experienced driver"
"1","1+","2","0",0,12704,67.11,2,5,"passenger cars",0,1,60,1596,15870,"3",0,4.013,1090,"300-450","adult","experienced driver"
"1","1+","1","0",0,6887,51.95,1,2,"passenger cars",0,1,90,1689,21915.91,"5",1,3.58,1095,"150-300","adult","experienced driver"
"1","1","1","0",0,18236,882,1,1,"passenger cars",0,1,70,1398,12160,"5",1,3.822,1049,"300-450","adult","experienced driver"
"0","1+","1","0",0,8628,51.95,1,6,"passenger cars",0,0,90,1560,20370,"5",1,4.211,1243,"150-300","adult","experienced driver"
"0","1+","5","1",0,6634,107.2,7,14,"vans",0,0,70,1870,11390,"3",1,3.995,1055,"150-300","adult","experienced driver"
"0","1+","5","1",1,21681,1187.52,4,14,"passenger cars",0,1,70,1461,19506.84,"3",1,4.213,1319,"600+","adult","experienced driver"
"0","1+","5","1",1,14782,67.11,2,14,"passenger cars",0,0,70,1587,25000,"3",1,4.357,1453,"300-450","adult","experienced driver"
"0","1+","3","0",1,21144,882,1,4,"vans",0,0,83,1461,19400,"5",0,4.213,1319,"450-600","adult","experienced driver"
"1","1+","2","0",0,20939,581.72,1,4,"passenger cars",0,0,95,1598,22550.01,"5",0,4.27,1365,"450-600","senior","experienced driver"
"0","1+","1","0",1,22177,64.32,1,34,"passenger cars",0,0,90,1364,18450,"5",1,4.22,1260,"600+","adult","experienced driver"
"1","1+","1","0",0,18161,118.83,1,2,"vans",0,0,100,1870,22900,"5",1,4.782,1677,"300-450","adult","experienced driver"
"1","1","2","0",1,5535,882,1,1,"passenger cars",0,0,110,1997,23785,"5",1,4.618,1385,"150-300","adult","young driver"
"0","1+","2","0",1,21487,1509.02,1,5,"passenger cars",0,0,177,1995,42363.22,"5",1,4.569,1740,"450-600","adult","experienced driver"
"1","1","1","0",0,16343,90.48,1,1,"vans",0,0,127,2800,23290,"5",1,4.749,1850,"300-450","adult","experienced driver"
"0","1","1","0",1,20766,1789.04,1,1,"passenger cars",0,0,60,1242,10265,"3",0,3.8,860,"450-600","adult","experienced driver"
"1","1+","1","0",1,16094,882,1,1,"passenger cars",0,0,70,1868,12620,"5",1,3.822,1010,"300-450","adult","experienced driver"
"1","1+","2","1",0,8831,51.95,1,8,"passenger cars",0,0,60,1598,18300,"5",0,4.227,1150,"150-300","adult","experienced driver"
"0","1+","4","1",1,9052,127.46,1,1,"passenger cars",0,0,64,1769,9634.22,"3",0,3.705,880,"150-300","adult","experienced driver"
"0","1+","1","0",1,16337,227.35,2,2,"passenger cars",0,0,105,1461,18145,"2",1,4.209,1195,"300-450","adult","experienced driver"
"0","1+","1","0",0,8928,67.11,1,5,"passenger cars",0,0,70,1398,12880,"5",1,3.822,1049,"150-300","adult","experienced driver"
"0","1+","1","0",1,13449,103.9,1,7,"passenger cars",0,0,170,1968,28255,"5",1,4.204,1328,"300-450","adult","experienced driver"
"0","1+","4","0",0,8717,214.09,2,8,"vans",0,0,115,2463,23900,"4",1,4.888,1757,"150-300","adult","experienced driver"
"1","1+","6","1",1,18175,882,1,13,"passenger cars",0,0,90,3724,89200,"5",1,4.535,1605,"300-450","adult","experienced driver"
"0","1+","4","0",0,11930,78.77,5,12,"passenger cars",0,0,92,1896,15854.69,"5",1,4.33,1150,"300-450","adult","experienced driver"
"0","1+","1","0",1,20955,100.55,1,4,"passenger cars",0,1,90,1896,26430,"2",1,4.149,1241,"450-600","adult","experienced driver"
"1","1+","1","0",1,14623,882,1,3,"passenger cars",0,0,136,2231,25200,"5",1,4.36,1485,"300-450","adult","experienced driver"
"0","1+","4","0",1,14644,111.54,4,14,"vans",0,0,130,2953,24670,"2",1,6.227,1610,"300-450","adult","experienced driver"
"0","1+","4","0",0,18128,260.6,4,14,"passenger cars",0,0,130,1910,24170,"2",1,4.515,1360,"300-450","adult","experienced driver"
"0","1+","1","0",0,6682,51.95,1,3,"passenger cars",0,0,110,1598,14544.49,"2",0,3.931,1060,"150-300","adult","experienced driver"
"1","1+","2","0",0,11339,2256.9,3,9,"passenger cars",0,1,82,1598,21870,"5",0,4.482,1254,"300-450","adult","experienced driver"
"0","1+","4","0",0,22661,204.58,2,9,"passenger cars",0,0,163,1560,18429.99,"5",1,4.427,1165,"600+","adult","experienced driver"
"1","1+","2","0",1,18408,1008.15,1,6,"passenger cars",0,0,105,1598,22250,"5",1,4.315,1365,"300-450","young adult","experienced driver"
"1","1","1","0",0,1279,40.97,1,9,"motorbikes",0,0,12,125,2669,"0",0,2.5,124,"0-150","adult","experienced driver"
"1","1+","1","0",0,13215,108.47,1,18,"passenger cars",0,0,102,1997,29100,"5",1,4.676,1580,"300-450","adult","experienced driver"
"1","1+","1","0",1,18373,550.46,1,14,"vans",0,1,122,2874,24080.39,"2",1,5.658,1770,"300-450","adult","experienced driver"
"1","1","1","0",0,22621,466.09,1,1,"passenger cars",0,1,85,1390,14137,"5",0,3.977,1053,"600+","adult","experienced driver"
"1","1+","2","0",1,12527,626.42,1,3,"passenger cars",0,1,80,2231,26800,"3",1,4.36,1490,"300-450","adult","experienced driver"
"0","1+","2","0",0,13489,882,2,7,"passenger cars",0,0,90,1997,19790,"5",1,4.202,1243,"300-450","adult","experienced driver"
"0","1","1","0",1,14938,142.26,1,5,"vans",0,1,84,1461,16365,"4",1,4.035,1070,"300-450","adult","experienced driver"
"0","1+","2","0",1,8610,882,1,4,"passenger cars",0,0,115,1753,16894.45,"4",1,4.48,1386,"150-300","adult","experienced driver"
"0","1+","2","1",1,10578,882,1,1,"passenger cars",0,0,84,1124,11075,"5",0,3.718,825,"150-300","adult","experienced driver"
"1","1+","1","0",0,14923,55.17,1,5,"vans",0,0,85,1461,17380,"4",1,4.213,1251,"300-450","adult","experienced driver"
"1","1+","2","1",1,19967,121.31,1,5,"vans",0,0,125,2402,27180,"5",1,5.651,1939,"450-600","adult","experienced driver"
"0","1","1","0",0,15054,56.08,1,1,"passenger cars",0,0,70,1422,13180,"5",1,3.916,1089,"300-450","senior","experienced driver"
"0","1","1","0",0,7625,62.43,1,5,"passenger cars",0,0,70,1867,12060,"3",1,3.835,1010,"150-300","adult","experienced driver"
"1","1+","6","0",0,10045,882,5,11,"vans",0,0,90,1753,19100,"5",1,4.297,1388,"150-300","adult","experienced driver"
"0","1","1","0",1,18547,242.2,1,1,"passenger cars",0,0,90,1587,13763.18,"5",0,4.167,1078,"300-450","adult","experienced driver"
"0","1+","2","0",1,13106,600.22,1,3,"passenger cars",0,0,100,1686,20200,"3",1,4.14,1306,"300-450","adult","experienced driver"
"0","1+","1","0",1,17875,6787.03,2,8,"passenger cars",0,0,90,898,16150,"5",0,4.267,1055,"300-450","adult","experienced driver"
"1","1","1","0",1,19524,51.95,1,1,"passenger cars",0,0,75,1360,11910,"5",0,3.835,950,"450-600","adult","experienced driver"
"0","1+","1","0",1,15926,882,1,5,"passenger cars",0,0,90,1560,19120,"5",1,4.276,1228,"300-450","adult","experienced driver"
"1","1+","4","0",0,5367,96.7,1,4,"vans",0,0,110,1896,11839.94,"4",1,4.207,1135,"150-300","adult","experienced driver"
"0","1+","3","1",0,18458,66.63,2,6,"passenger cars",0,1,150,1560,16400,"5",1,3.996,1161,"300-450","adult","experienced driver"
"0","1+","3","0",1,3139,4109.19,1,5,"passenger cars",0,0,90,1896,20750,"5",1,4.184,1301,"150-300","adult","experienced driver"
"1","1+","3","0",1,13575,150.25,1,8,"passenger cars",0,1,101,2148,38439.2,"3",0,4.541,1495,"300-450","adult","experienced driver"
"1","1","1","0",1,9216,4567.54,1,1,"passenger cars",0,0,105,1461,20820,"5",1,4.209,1205,"150-300","adult","experienced driver"
"1","1","1","0",1,22016,71.51,1,2,"passenger cars",0,0,115,1598,21635,"2",0,4.355,1320,"600+","adult","young driver"
"1","1+","2","1",1,10868,51.95,1,4,"passenger cars",0,0,100,1461,19395,"4",1,4.498,1215,"150-300","adult","experienced driver"
"1","1+","2","1",1,10092,100.85,2,7,"passenger cars",0,0,70,1398,12880,"5",1,3.822,1049,"150-300","adult","experienced driver"
"0","1+","1","0",0,16735,3693.67,1,2,"passenger cars",0,0,85,1084,17160,"5",0,4.04,1091,"300-450","adult","experienced driver"
"0","1+","1","0",0,13769,882,1,3,"passenger cars",0,0,130,1896,29010,"4",1,4.547,1395,"300-450","adult","experienced driver"
"1","1+","4","0",1,14726,411.35,4,18,"passenger cars",0,0,75,1390,15800,"4",1,4.02,1090,"300-450","adult","experienced driver"
"1","1+","1","0",1,12956,2910,1,3,"passenger cars",0,0,109,1560,19450,"5",1,4.415,1275,"300-450","adult","experienced driver"
"1","1","3","1",1,9942,51.95,1,3,"passenger cars",0,0,100,1597,16465,"4",1,4.184,1197,"150-300","adult","experienced driver"
"0","1","1","0",0,8380,250.01,1,1,"passenger cars",0,0,110,2184,15205,"5",1,4.425,1325,"150-300","adult","experienced driver"
"0","1+","2","1",1,12613,63.34,1,3,"passenger cars",0,0,80,1461,23700,"5",0,4.263,1365,"300-450","adult","experienced driver"
"1","1+","1","0",1,17694,347.65,1,3,"passenger cars",0,0,115,1598,20910,"3",0,4.204,1184,"300-450","adult","experienced driver"
"0","1","2","0",1,15686,158.02,1,1,"passenger cars",0,0,75,1390,14570,"5",0,3.897,1065,"300-450","adult","young driver"
"1","1","1","0",1,19400,4606.37,2,2,"passenger cars",0,0,110,1560,22290,"5",1,4.428,1391,"450-600","young adult","young driver"
"0","1+","8","1+",1,15654,263.41,7,13,"passenger cars",0,0,140,1595,17814,"4",0,4.675,1250,"300-450","adult","experienced driver"
"0","1+","8","1+",1,16577,317.92,7,13,"passenger cars",0,0,140,2435,24950,"4",0,4.468,1367,"300-450","adult","experienced driver"
"0","1","1","0",0,9401,76.71,1,1,"passenger cars",0,0,90,1905,15933.97,"5",1,4.369,1197,"150-300","adult","experienced driver"
"0","1+","4","0",0,22896,3325.15,1,5,"passenger cars",0,0,90,2143,43727.4,"3",0,4.686,1570,"600+","adult","experienced driver"
"1","1","1","0",1,12207,3180.08,2,2,"passenger cars",0,0,81,1343,10635,"5",0,4.24,944,"300-450","adult","experienced driver"
"1","1","2","1",1,21812,118.37,1,1,"passenger cars",0,0,115,1598,22250,"5",1,4.482,1292,"600+","adult","experienced driver"
"0","1+","3","1",1,12973,469.68,2,8,"passenger cars",0,0,60,1896,24130.64,"5",0,4.795,1490,"300-450","adult","experienced driver"
"0","1","1","0",1,17909,182.04,2,2,"passenger cars",0,0,193,2926,42600,"4",1,4.775,1700,"300-450","adult","experienced driver"
"1","1+","1","0",0,22267,453.78,2,9,"passenger cars",0,0,190,2179,46930,"5",1,4.355,1685,"600+","adult","experienced driver"
"0","1","1","0",0,7546,278.25,1,1,"passenger cars",0,0,100,1596,17480,"5",0,4.174,1122,"150-300","adult","experienced driver"
"0","1+","3","0",1,15855,51.95,3,19,"vans",0,0,105,1910,16870,"5",1,4.159,1410,"300-450","adult","experienced driver"
"0","1+","6","1+",1,19397,290.72,3,14,"passenger cars",0,1,90,1968,25150,"3",1,4.323,1331,"450-600","young adult","experienced driver"
"0","1+","6","1+",1,9665,433.13,2,14,"passenger cars",0,0,90,1461,15465,"3",1,4.228,1195,"150-300","young adult","experienced driver"
"0","1+","2","0",1,7108,144.39,1,12,"passenger cars",0,0,110,1389,10799.89,"3",1,4.109,945,"150-300","adult","experienced driver"
"0","1+","1","0",1,11058,311.18,1,3,"passenger cars",0,0,110,1896,20831.08,"5",1,4.149,1296,"150-300","young adult","experienced driver"
"1","1+","2","1",1,15772,67.11,1,2,"passenger cars",0,0,105,1870,20840,"5",1,4.209,1290,"300-450","young adult","experienced driver"
"1","1+","1","0",0,9409,882,1,1,"passenger cars",0,0,90,1753,16880,"3",1,4.174,1197,"150-300","young adult","experienced driver"
"0","1+","2","0",0,727,110.53,1,1,"passenger cars",0,0,90,1905,13390.19,"5",1,4.07,1055,"0-150","senior","senior driver"
"1","1","1","0",0,5732,81.79,1,1,"passenger cars",0,0,71,1868,16225,"5",1,4.188,1159,"150-300","senior","senior driver"
"1","1","1","0",0,9945,286,1,4,"passenger cars",0,0,65,1198,11180,"3",0,3.897,940,"150-300","senior","senior driver"
"1","1","1","0",0,17894,262.76,1,1,"passenger cars",0,1,90,1560,19120,"5",1,4.276,1228,"300-450","senior","senior driver"
"1","1","2","0",1,6139,51.95,1,1,"passenger cars",0,1,90,1896,22100,"3",1,4.081,1251,"150-300","senior","senior driver"
"1","1+","1","0",1,22591,1145.85,1,3,"passenger cars",0,1,150,1968,26600,"5",1,4.282,1332,"600+","senior","senior driver"
"1","1","1","0",1,22624,694.46,2,2,"passenger cars",0,1,100,1560,24550,"5",1,4.253,1235,"600+","senior","senior driver"
"0","1+","2","0",1,12249,67.88,1,8,"passenger cars",0,1,120,1870,26260,"5",1,4.576,1350,"300-450","senior","young driver"
"1","1","1","0",1,22036,140.19,1,1,"passenger cars",0,1,100,1896,20314.21,"5",1,4.149,1316,"600+","adult","experienced driver"
"0","1+","3","0",1,21856,2559.79,2,4,"passenger cars",0,0,100,1197,13740,"4",0,4.061,1089,"600+","adult","experienced driver"
"1","1","1","0",1,19915,282.85,1,1,"passenger cars",0,0,120,1870,27585,"2",1,4.355,1425,"450-600","adult","experienced driver"
"1","1+","1","1",0,22942,85.01,1,10,"vans",0,0,125,2298,30916,"5",1,6.198,1978,"600+","adult","experienced driver"
"1","1","1","0",1,15921,135.33,1,1,"passenger cars",0,0,85,1461,19050,"3",1,4.209,1175,"300-450","adult","experienced driver"
"1","1","1","0",1,12389,882,1,1,"passenger cars",0,0,140,1968,32300,"4",1,4.586,1430,"300-450","adult","experienced driver"
"1","1","3","1",1,20929,103.9,2,2,"passenger cars",0,0,110,2497,27381,"5",1,4.567,1984,"450-600","adult","experienced driver"
"1","1+","2","1",1,15541,93,1,8,"vans",0,0,137,2402,27680,"5",1,6.356,2067,"300-450","adult","experienced driver"
"0","1+","2","0",1,7231,65.99,2,2,"passenger cars",0,0,90,1560,15740,"5",1,4.03,1197,"150-300","adult","experienced driver"
"1","1+","1","0",0,12975,544.33,1,1,"passenger cars",0,0,136,1997,30540,"5",1,4.763,1623,"300-450","adult","young driver"
"1","1","1","0",0,19236,67.11,1,1,"passenger cars",0,0,130,1870,23100,"4",1,4.498,1295,"450-600","young adult","young driver"
"1","1+","5","1",1,19849,352.45,1,9,"passenger cars",1,0,92,1995,34500,"3",1,4.52,1430,"450-600","young adult","young driver"
"1","1+","1","0",0,13330,114.89,1,2,"vans",0,0,71,1868,18500,"5",1,4.137,1267,"300-450","young adult","experienced driver"
"1","1+","2","1",1,16219,130.68,1,1,"passenger cars",0,0,110,2799,40243.77,"2",1,4.49,1490,"300-450","senior","experienced driver"
"0","1+","2","0",1,4304,326.38,3,5,"passenger cars",0,0,70,1868,12993.88,"3",1,4.03,1155,"150-300","young adult","young driver"
"0","1+","1","0",0,15972,62.28,1,4,"passenger cars",1,0,102,1490,15810,"5",0,3.695,1020,"300-450","senior","experienced driver"
"1","1","1","0",0,9348,239.58,1,1,"vans",0,0,127,2798,25920,"5",1,5.099,1975,"150-300","senior","senior driver"
"1","1","1","0",0,7327,272.12,1,1,"passenger cars",0,0,105,1461,19670,"5",1,4.209,1205,"150-300","senior","experienced driver"
"0","1","2","0",0,2308,262.33,2,7,"motorbikes",0,0,7,49,2619,"0",0,3.84,90,"150-300","adult","experienced driver"
"1","1+","2","0",0,3014,173.96,1,2,"passenger cars",0,0,125,999,19650,"5",0,4.358,1205,"150-300","adult","experienced driver"
"1","1+","3","0",0,13688,75.78,1,1,"vans",0,0,100,1870,24050,"5",1,4.782,1781,"300-450","senior","experienced driver"
"1","1","1","0",1,21694,150.25,1,1,"passenger cars",0,0,110,1896,19075,"5",1,4.184,1259,"600+","adult","experienced driver"
"1","1","1","0",0,18736,79.24,1,1,"passenger cars",0,0,100,1896,16206,"5",1,3.953,1165,"300-450","young adult","young driver"
"1","1+","3","1",1,19177,2574.38,2,5,"passenger cars",0,0,100,1461,23100,"5",1,4.135,1295,"450-600","adult","experienced driver"
"1","1+","1","0",1,9053,882,1,3,"passenger cars",0,0,110,1560,19270,"5",0,4.372,1316,"150-300","adult","experienced driver"
"0","1+","5","1",0,8502,226.01,3,7,"passenger cars",1,1,110,1781,23510,"3",1,4.152,1160,"150-300","senior","experienced driver"
"1","1","1","0",1,14794,67.88,1,1,"passenger cars",0,0,85,2188,19953.6,"5",1,4.51,1335,"300-450","young adult","young driver"
"0","1+","2","1",1,12087,192.93,3,8,"passenger cars",0,0,90,1597,8900.99,"5",0,4.02,915,"300-450","adult","young driver"
"0","1+","2","1",1,10966,134.22,2,8,"passenger cars",0,0,90,1360,15145,"5",0,3.85,1089,"150-300","adult","young driver"
"1","1","1","0",1,18027,262.18,1,1,"vans",1,0,70,2496,15199.6,"5",1,4.61,1597,"300-450","adult","experienced driver"
"0","1","1","0",1,17013,133.88,1,1,"passenger cars",0,1,82,1341,9255.59,"5",0,4.1,945,"300-450","senior","experienced driver"
"0","1+","6","0",0,19173,178.4,5,52,"vans",0,0,116,2998,40757.2,"2",1,5.477,2305,"450-600","adult","experienced driver"
"0","1+","6","0",1,15873,337.89,5,52,"passenger cars",0,1,116,1560,22150,"2",1,4.276,1290,"300-450","adult","experienced driver"
"1","1+","2","0",0,11582,107.67,3,13,"vans",0,0,90,1905,13823.28,"5",1,4.108,1185,"300-450","70+","senior driver"
"1","1","1","0",1,14558,72.9,1,1,"vans",1,0,65,1461,15050,"5",1,4.035,1055,"300-450","senior","experienced driver"
"1","1+","2","0",1,6476,201.73,1,2,"passenger cars",0,1,112,1560,22260,"5",1,4.329,1260,"150-300","senior","experienced driver"
