"Premium","Cost_claims_year","Power","Cylinder_capacity","Value_vehicle","Length","Weight","Broker","newClient","Policies_in_force","Lapse","Payment","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","N_doors","Diesel"
580.36,1509.02,177,1995,42363.22,4.569,1740,"0","0","2","0","1","1","5+","passenger cars","0","0","5","1"
376.4,90.48,127,2800,23290,4.749,1850,"1","1","1","0","0","1","1","vans","0","0","5","1"
528.44,1789.04,60,1242,10265,3.8,860,"0","1","1","0","1","1","1","passenger cars","0","0","3","0"
371.47,882,70,1868,12620,3.822,1010,"1","0","1","0","1","1","1","passenger cars","0","0","5","1"
268.8,51.95,60,1598,18300,4.227,1150,"1","0","2","1","0","1","5+","passenger cars","0","0","5","0"
271.42,127.46,64,1769,9634.22,3.705,880,"0","0","4","1","1","1","1","passenger cars","0","0","3","0"
376.24,227.35,105,1461,18145,4.209,1195,"0","0","1","0","1","2","2 - 4","passenger cars","0","0","2","1"
269.92,67.11,70,1398,12880,3.822,1049,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
328.68,103.9,170,1968,28255,4.204,1328,"0","0","1","0","1","1","5+","passenger cars","0","0","5","1"
267.47,214.09,115,2463,23900,4.888,1757,"0","0","4","0","0","2","5+","vans","0","0","4","1"
421.44,882,90,3724,89200,4.535,1605,"1","0","6+","1","1","1","5+","passenger cars","0","0","5","1"
307.69,78.77,92,1896,15854.69,4.33,1150,"0","0","4","0","0","4+","5+","passenger cars","0","0","5","1"
540.63,100.55,90,1896,26430,4.149,1241,"0","0","1","0","1","1","2 - 4","passenger cars","0","1","2","1"
346.26,882,136,2231,25200,4.36,1485,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
346.58,111.54,130,2953,24670,6.227,1610,"0","0","4","0","1","4+","5+","vans","0","0","2","1"
420.22,260.6,130,1910,24170,4.515,1360,"0","0","4","0","0","4+","5+","passenger cars","0","0","2","1"
242.95,51.95,110,1598,14544.49,3.931,1060,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","2","0"
300.01,2256.9,82,1598,21870,4.482,1254,"1","0","2","0","0","3","5+","passenger cars","0","1","5","0"
788.31,204.58,163,1560,18429.99,4.427,1165,"0","0","4","0","0","2","5+","passenger cars","0","0","5","1"
428.57,1008.15,105,1598,22250,4.315,1365,"1","0","2","0","1","1","5+","passenger cars","0","0","5","1"
117.68,40.97,12,125,2669,3.68,124,"1","1","1","0","0","1","5+","motorbikes","0","0","0","0"
325.22,108.47,102,1997,29100,4.676,1580,"1","0","1","0","0","1","5+","passenger cars","0","0","5","1"
427.7,550.46,122,2874,24080.39,5.658,1770,"1","0","1","0","1","1","5+","vans","0","1","2","1"
772.48,466.09,85,1390,14137,3.977,1053,"1","1","1","0","0","1","1","passenger cars","0","1","5","0"
315.62,626.42,80,2231,26800,4.36,1490,"1","0","2","0","1","1","2 - 4","passenger cars","0","1","3","1"
329.28,882,90,1997,19790,4.202,1243,"0","0","2","0","0","2","5+","passenger cars","0","0","5","1"
351.61,142.26,84,1461,16365,4.035,1070,"0","1","1","0","1","1","5+","vans","0","1","4","1"
266.12,882,115,1753,16894.45,4.48,1386,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","4","1"
290.18,882,84,1124,11075,3.718,825,"0","0","2","1","1","1","1","passenger cars","0","0","5","0"
351.37,55.17,85,1461,17380,4.213,1251,"1","0","1","0","0","1","5+","vans","0","0","4","1"
483.45,121.31,125,2402,27180,5.651,1939,"1","0","2","1","1","1","5+","vans","0","0","5","1"
353.36,56.08,70,1422,13180,3.916,1089,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
254.37,62.43,70,1867,12060,3.835,1010,"0","1","1","0","0","1","5+","passenger cars","0","0","3","1"
283.57,882,90,1753,19100,4.297,1388,"1","0","6+","0","0","4+","5+","vans","0","0","5","1"
432.58,242.2,90,1587,13763.18,4.167,1078,"0","1","1","0","1","1","1","passenger cars","0","0","5","0"
323.82,600.22,100,1686,20200,4.14,1306,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","3","1"
413.76,6787.03,90,898,16150,4.267,1055,"0","0","1","0","1","2","5+","passenger cars","0","0","5","0"
464.64,51.95,75,1360,11910,3.835,950,"1","1","1","0","1","1","1","passenger cars","0","0","5","0"
368.47,882,90,1560,19120,4.276,1228,"0","0","1","0","1","1","5+","passenger cars","0","0","5","1"
226.16,96.7,110,1896,11839.94,4.207,1135,"1","0","4","0","0","1","2 - 4","vans","0","0","4","1"
430.05,66.63,150,1560,16400,3.996,1161,"0","0","3","1","0","2","5+","passenger cars","0","1","5","1"
185.61,4109.19,90,1896,20750,4.184,1301,"0","0","3","0","1","1","5+","passenger cars","0","0","5","1"
330.46,150.25,101,2148,38439.2,4.541,1495,"1","0","3","0","1","1","5+","passenger cars","0","1","3","0"
273.43,4567.54,105,1461,20820,4.209,1205,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
641,71.51,115,1598,21635,4.355,1320,"1","1","1","0","1","1","2 - 4","passenger cars","0","0","2","0"
293.82,51.95,100,1461,19395,4.498,1215,"1","0","2","1","1","1","2 - 4","passenger cars","0","0","4","1"
284.1,100.85,70,1398,12880,3.822,1049,"1","0","2","1","1","2","5+","passenger cars","0","0","5","1"
385.56,3693.67,85,1084,17160,4.04,1091,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
333.29,882,130,1896,29010,4.547,1395,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","4","1"
347.95,411.35,75,1390,15800,4.02,1090,"1","0","4","0","1","4+","5+","passenger cars","0","0","4","1"
321.88,2910,109,1560,19450,4.415,1275,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
282.3,51.95,100,1597,16465,4.184,1197,"1","1","3","1","1","1","2 - 4","passenger cars","0","0","4","1"
263.24,250.01,110,2184,15205,4.425,1325,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
316.8,63.34,80,1461,23700,4.263,1365,"0","0","2","1","1","1","2 - 4","passenger cars","0","0","5","0"
409.22,347.65,115,1598,20910,4.204,1184,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","3","0"
363.98,158.02,75,1390,14570,3.897,1065,"0","1","2","0","1","1","1","passenger cars","0","0","5","0"
460.29,4606.37,110,1560,22290,4.428,1391,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
363.39,263.41,140,1595,17814,4.675,1250,"0","0","6+","1","1","4+","5+","passenger cars","0","0","4","0"
381.72,317.92,140,2435,24950,4.468,1367,"0","0","6+","1","1","4+","5+","passenger cars","0","0","4","0"
275.73,76.71,90,1905,15933.97,4.369,1197,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
949.73,3325.15,90,2143,43727.4,4.686,1570,"0","0","4","0","0","1","5+","passenger cars","0","0","3","0"
311.49,3180.08,81,1343,10635,4.24,944,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","0"
615.7,118.37,115,1598,22250,4.482,1292,"1","1","2","1","1","1","1","passenger cars","0","0","5","1"
322.09,469.68,60,1896,24130.64,4.795,1490,"0","0","3","1","1","2","5+","passenger cars","0","0","5","0"
414.75,182.04,193,2926,42600,4.775,1700,"0","1","1","0","1","2","2 - 4","passenger cars","0","0","4","1"
679.61,453.78,190,2179,46930,4.355,1685,"1","0","1","0","0","2","5+","passenger cars","0","0","5","1"
253.35,278.25,100,1596,17480,4.174,1122,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
367.1,51.95,105,1910,16870,4.159,1410,"0","0","3","0","1","3","5+","vans","0","0","5","1"
460.06,290.72,90,1968,25150,4.323,1331,"0","0","6+","1","1","3","5+","passenger cars","0","1","3","1"
278.9,433.13,90,1461,15465,4.228,1195,"0","0","6+","1","1","2","5+","passenger cars","0","0","3","1"
248.22,144.39,110,1389,10799.89,4.109,945,"0","0","2","0","1","1","5+","passenger cars","0","0","3","1"
296.31,311.18,110,1896,20831.08,4.149,1296,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
365.62,67.11,105,1870,20840,4.204,1290,"1","0","2","1","1","1","2 - 4","passenger cars","0","0","5","1"
275.82,882,90,1753,16880,4.174,1197,"1","0","1","0","0","1","1","passenger cars","0","0","3","1"
98.23,110.53,90,1905,13390.19,4.07,1055,"0","0","2","0","0","1","1","passenger cars","0","0","5","1"
230.98,81.79,71,1868,16225,4.188,1159,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
282.33,286,65,1198,11180,3.897,940,"1","1","1","0","0","1","2 - 4","passenger cars","0","0","3","0"
414.32,262.76,90,1560,19120,4.276,1228,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
236.18,51.95,90,1896,22100,4.081,1251,"1","1","2","0","1","1","1","passenger cars","0","1","3","1"
758.88,1145.85,150,1968,26600,4.282,1332,"1","0","1","0","1","1","2 - 4","passenger cars","0","1","5","1"
773.72,694.46,100,1560,24550,4.253,1235,"1","1","1","0","1","2","2 - 4","passenger cars","0","1","5","1"
312,67.88,120,1870,26260,4.576,1350,"0","0","2","0","1","1","5+","passenger cars","0","1","5","1"
644.17,140.19,100,1896,20314.21,4.149,1316,"1","1","1","0","1","1","1","passenger cars","0","1","5","1"
620.96,2559.79,100,1197,13740,4.061,1089,"0","0","3","0","1","2","2 - 4","passenger cars","0","0","4","0"
481.05,282.85,120,1870,27585,4.355,1425,"1","1","1","0","1","1","1","passenger cars","0","0","2","1"
1023.5,85.01,125,2298,30916,6.198,1978,"1","0","1","1","0","1","5+","vans","0","0","5","1"
368.35,135.33,85,1461,19050,4.209,1175,"1","1","1","0","1","1","1","passenger cars","0","0","3","1"
313.85,882,140,1968,32300,4.586,1430,"1","1","1","0","1","1","1","passenger cars","0","0","4","1"
538.73,103.9,110,2497,27381,4.567,1984,"1","1","3","1","1","2","2 - 4","passenger cars","0","0","5","1"
361.51,93,137,2402,27680,6.356,2067,"1","0","2","1","1","1","5+","vans","0","0","5","1"
249.71,65.99,90,1560,15740,4.03,1197,"0","0","2","0","1","2","2 - 4","passenger cars","0","0","5","1"
322.11,544.33,136,1997,30540,4.763,1623,"1","0","1","0","0","1","1","passenger cars","0","0","5","1"
454.15,67.11,130,1870,23100,4.498,1295,"1","1","1","0","0","1","1","passenger cars","0","0","4","1"
477.77,352.45,92,1995,34500,4.52,1430,"1","0","5","1","1","1","5+","passenger cars","1","0","3","1"
326.79,114.89,71,1868,18500,4.137,1267,"1","0","1","0","0","1","2 - 4","vans","0","0","5","1"
373.83,130.68,110,2799,40243.77,4.49,1490,"1","0","2","1","1","1","1","passenger cars","0","0","2","1"
210.56,326.38,70,1868,12993.88,4.03,1155,"0","0","2","0","1","3","5+","passenger cars","0","0","3","1"
369.34,62.28,102,1490,15810,3.695,1020,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","5","0"
275.08,239.58,127,2798,25920,5.099,1975,"1","1","1","0","0","1","1","vans","0","0","5","1"
250.77,272.12,105,1461,19670,4.209,1205,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
155.39,262.33,7,49,2619,3.87,90,"0","1","2","0","0","2","5+","motorbikes","0","0","0","0"
181.73,173.96,125,999,19650,4.358,1205,"1","0","2","0","0","1","2 - 4","passenger cars","0","0","5","0"
332.13,75.78,100,1870,24050,4.782,1781,"1","0","3","0","0","1","1","vans","0","0","5","1"
603.3,150.25,110,1896,19075,4.184,1259,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
438.1,79.24,100,1896,16206,3.953,1165,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
452.04,2574.38,100,1461,23100,4.135,1295,"1","0","3","1","1","2","5+","passenger cars","0","0","5","1"
271.43,882,110,1560,19270,4.372,1316,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","5","0"
264.77,226.01,110,1781,23510,4.152,1160,"0","0","5","1","0","3","5+","passenger cars","1","1","3","1"
349.26,67.88,85,2188,19953.6,4.51,1335,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
309.86,192.93,90,1597,8900.99,4.02,915,"0","0","2","1","1","3","5+","passenger cars","0","0","5","0"
295.12,134.22,90,1360,15145,3.85,1089,"0","0","2","1","1","2","5+","passenger cars","0","0","5","0"
417.59,262.18,70,2496,15199.6,4.61,1597,"1","1","1","0","1","1","1","vans","1","0","5","1"
391.43,133.88,82,1341,9255.59,4.1,945,"0","1","1","0","1","1","1","passenger cars","0","1","5","0"
451.83,178.4,116,2998,40757.2,5.477,2305,"0","0","6+","0","0","4+","5+","vans","0","0","2","1"
367.52,337.89,116,1560,22150,4.276,1290,"0","0","6+","0","1","4+","5+","passenger cars","0","1","2","1"
303.1,107.67,90,1905,13823.28,4.108,1185,"1","0","2","0","0","3","5+","vans","0","0","5","1"
345.25,72.9,65,1461,15050,4.035,1055,"1","1","1","0","1","1","1","vans","1","0","5","1"
240.42,201.73,112,1560,22260,4.329,1260,"1","0","2","0","1","1","2 - 4","passenger cars","0","1","5","1"
332.44,928.05,130,1896,29010,4.547,1395,"1","0","1","0","0","1","5+","passenger cars","1","1","4","1"
314.5,302.93,110,1560,20340,4.276,1247,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
362.39,183.14,180,2496,49300,4.81,1790,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
370.68,278.2,105,1598,24425,4.199,1239,"1","1","1","0","0","1","1","passenger cars","1","1","5","1"
273.44,259.29,60,1391,11800,4.163,1018,"1","0","1","0","0","1","5+","passenger cars","0","0","4","0"
280.18,310.03,112,1753,21090,4.342,1427,"1","0","3","1","0","2","5+","passenger cars","0","0","5","1"
281.91,234.09,75,1360,11910,3.835,950,"0","0","1","0","0","2","5+","passenger cars","1","1","5","0"
410.24,99.9,65,1870,10547.76,3.71,995,"1","1","1","0","0","2","2 - 4","passenger cars","0","1","5","1"
325.02,295.29,80,1360,14510,3.85,1089,"1","0","2","1","0","1","1","passenger cars","0","1","5","1"
371.78,226.29,110,1997,24885,4.618,1385,"1","0","1","0","0","1","5+","passenger cars","0","0","5","1"
83.38,357.31,129,1794,20075,4.52,1315,"1","0","2","0","0","2","2 - 4","passenger cars","0","0","4","0"
368.43,1183.89,204,2179,39770,4.792,1540,"1","1","1","0","1","1","1","passenger cars","0","0","4","1"
277.85,882,63,1193,6399.58,3.64,900,"1","1","1","0","0","1","1","passenger cars","0","1","3","0"
600.63,200.57,82,1870,23481,4.899,1796,"1","0","1","0","1","2","5+","vans","1","0","5","1"
624.67,48.5,130,1910,19295,4.03,1205,"1","0","1","0","1","1","5+","passenger cars","1","1","5","1"
103.32,150.25,12,249,4599,3.495,160,"1","0","6+","0","0","1","5+","motorbikes","0","0","0","0"
669.78,13345.64,100,1499,21090,4.418,1657,"0","0","1","0","1","4+","5+","vans","0","1","6","1"
209.1,82.77,70,1398,12880,3.822,1049,"0","1","1","0","0","1","1","passenger cars","1","0","5","1"
310.89,97.27,150,2148,46320.56,4.818,1535,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","4","1"
393.84,396.41,224,2987,61250,4.781,2110,"1","1","2","0","0","1","1","passenger cars","0","0","5","1"
483.64,2466.31,90,1461,12630,4.081,1083,"0","0","1","0","0","1","5+","passenger cars","0","1","5","1"
338.94,737.19,109,1997,23030,4.522,1546,"0","0","1","0","0","3","5+","vans","0","0","5","1"
519.2,208.79,90,1360,14350,4.03,1149,"0","0","2","0","1","1","1","passenger cars","1","1","5","0"
475.27,1252.05,60,1124,9621.74,3.72,805,"1","0","1","0","1","4+","5+","passenger cars","1","0","3","0"
335.86,56.39,129,2874,42455.5,4.825,1650,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","5","1"
275.67,94.5,140,1968,28830,4.286,1380,"0","1","1","0","0","1","1","passenger cars","1","0","5","1"
238.68,94.56,63,1910,13721.6,4.159,1290,"1","1","1","0","0","2","2 - 4","vans","1","0","5","1"
973.12,4943.3,75,1422,18414.69,3.972,1152,"1","0","1","0","1","2","2 - 4","passenger cars","1","0","5","1"
278.99,47.92,54,1588,7972.91,4.385,870,"1","0","1","0","0","1","1","passenger cars","1","1","4","1"
203.77,300.5,140,1968,20396,4.315,1315,"1","1","2","0","0","1","1","passenger cars","0","0","5","1"
205.64,48.5,70,1422,12470,3.97,1120,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
259.69,250.21,149,1870,22810,4.259,1430,"0","0","2","0","0","2","5+","passenger cars","1","0","5","1"
286.58,2121.74,120,599,9999,3.99,160,"1","0","1","0","0","2","2 - 4","motorbikes","0","0","0","0"
592.33,3455.8,82,1199,18190,4.159,1120,"0","1","1","0","1","3","2 - 4","passenger cars","0","1","5","0"
506.52,1303.81,110,1686,20455,4.419,1428,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
310.31,882,68,1398,16840.01,3.962,1110,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
419.5,80.52,110,1997,22580,4.6,1410,"0","0","3","0","1","2","2 - 4","passenger cars","0","0","4","1"
352.72,247.74,100,1461,14960,4.035,1055,"0","0","1","0","1","2","5+","vans","0","0","5","1"
318.1,51.95,109,1598,13200,4.515,1180,"0","0","5","0","1","2","5+","passenger cars","0","0","4","0"
645.1,2196.08,109,1560,19415,4.488,1381,"0","0","5","0","1","4+","5+","passenger cars","0","1","4","0"
308.83,66.54,115,1896,23745.99,4.405,1514,"1","0","2","0","1","2","5+","passenger cars","0","0","2","1"
636.39,327.44,110,1598,23694.68,4.255,1205,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
343.25,116.88,105,1870,16540,4.129,1145,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
353.82,63.17,70,1868,12620,3.822,1010,"0","1","1","0","1","1","1","passenger cars","1","0","5","1"
401.26,95.08,61,1124,12265,3.662,1031,"0","1","1","0","1","1","1","passenger cars","1","0","3","0"
116.7,71.97,68,1896,17142.05,4.707,1505,"0","1","2","0","0","1","2 - 4","vans","0","1","4","1"
286.13,196.13,90,1974,19557,4.4,1335,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
484.76,180.6,105,1991,25270,4.545,1556,"0","0","3","0","1","1","5+","passenger cars","0","0","5","1"
676.95,150.25,105,1560,20830,4.415,1275,"0","0","3","0","1","1","5+","passenger cars","0","1","5","1"
65.18,459.63,95,1560,20370,4.418,1577,"0","0","2","0","0","2","5+","vans","0","0","5","1"
249.73,52.27,90,1598,13642.97,4.129,1055,"1","0","1","0","0","1","5+","passenger cars","1","0","5","0"
233.88,882,90,1997,18350,4.137,1311,"1","0","1","0","0","1","1","vans","0","0","5","1"
274.75,882,110,1587,18270,4.202,1176,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","5","0"
276.16,882,90,1997,19860,4.137,1220,"1","1","1","0","0","1","1","vans","0","1","5","1"
1094.31,171.81,115,1560,27870,4.428,1370,"1","0","1","0","1","2","2 - 4","passenger cars","1","0","5","1"
429.35,882,82,1398,16230,3.999,1108,"1","0","2","1","0","1","2 - 4","passenger cars","1","0","5","1"
355.55,49.95,140,1910,22010,4.182,1210,"1","1","1","0","0","1","1","passenger cars","0","1","3","1"
296.65,882,100,1596,17360,4.382,1131,"1","1","1","0","0","1","1","passenger cars","0","0","4","0"
336.09,1533.68,68,1398,17050,3.941,1070,"1","0","3","0","1","2","2 - 4","passenger cars","1","1","5","1"
349.68,219.93,150,1995,29000,4.227,1260,"1","1","1","0","1","3","2 - 4","passenger cars","1","0","5","0"
289.15,1565.19,115,1461,16550,4.228,1195,"1","0","1","0","0","3","5+","passenger cars","1","0","5","1"
269.65,67.88,140,2497,27381,4.567,1984,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
587.6,164.22,163,998,13499.99,3.999,1052,"0","0","1","0","1","3","5+","passenger cars","1","0","5","0"
296.94,248.92,60,1868,14709,4.108,1155,"1","0","6+","0","1","1","5+","vans","0","0","5","0"
313.42,882,60,1870,23210,4.259,1430,"1","0","6+","0","1","1","5+","passenger cars","0","0","5","0"
474.28,3658.34,100,2476,20800,4.695,1847,"0","0","1","0","1","3","5+","passenger cars","1","0","4","1"
677.61,10781.33,110,1560,20300,4.329,1205,"1","0","4","0","0","4+","5+","passenger cars","1","1","5","1"
231.31,51.95,75,1390,12046,3.953,1057,"1","0","1","0","0","1","1","passenger cars","0","0","5","0"
372.52,286.62,125,2698,42290,4.916,1625,"1","0","3","0","1","1","5+","passenger cars","1","0","4","1"
283.21,89.73,100,1595,13624.94,4.184,1145,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
277.73,13233.88,60,1686,11900.04,4.23,1185,"1","0","1","0","0","2","2 - 4","vans","0","0","3","1"
374.28,258.19,90,1753,16880,4.174,1197,"0","0","1","0","1","2","5+","passenger cars","1","0","3","1"
466.7,657.39,150,1360,12450,3.822,1025,"1","0","2","0","1","1","1","passenger cars","0","0","5","1"
1778.91,90.74,160,1995,35827.64,4.439,1470,"0","0","3","1","0","2","5+","passenger cars","1","0","5","1"
303.07,933.95,90,1753,17480,4.382,1213,"1","1","2","0","1","2","2 - 4","passenger cars","0","0","4","1"
339.19,136.91,100,1870,22810,4.782,1678,"1","0","1","0","0","1","2 - 4","vans","1","0","5","1"
436.82,882,157,1461,14260,4.315,1180,"1","0","3","0","0","2","5+","passenger cars","0","0","5","1"
688.87,2053.56,140,1991,31800,4.273,1360,"1","1","2","0","1","3","2 - 4","passenger cars","1","1","5","1"
483.2,81.02,150,1242,9900,3.8,875,"1","0","1","0","1","1","2 - 4","passenger cars","0","1","4","1"
